trip_id,duration,start_time,end_time,start_station,start_lat,start_lon,end_station,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type,bike_type
497811247,5,4/1/2025 8:19,4/1/2025 8:24,4562,34.02697,-118.428207,4564,34.035351,-118.434143,06651,30,One Way,Monthly Pass,standard
497813297,31,4/1/2025 8:20,4/1/2025 8:51,4652,34.02705,-118.485184,4652,34.02705,-118.485184,13842,30,Round Trip,Monthly Pass,standard
497811979,4,4/1/2025 8:23,4/1/2025 8:27,3047,34.039982,-118.266403,3000,,,23652,30,One Way,Monthly Pass,electric
497811530,5,4/1/2025 8:26,4/1/2025 8:31,4606,34.168629,-118.377068,4595,34.16835,-118.387497,29995,30,One Way,Monthly Pass,electric
497811409,3,4/1/2025 8:26,4/1/2025 8:29,3069,34.05088,-118.248253,3062,34.047749,-118.243172,06401,30,One Way,Monthly Pass,standard
497811447,4,4/1/2025 8:26,4/1/2025 8:30,4250,34.03017,-118.280952,4273,34.02586,-118.284103,15405,30,One Way,Monthly Pass,standard
497812004,8,4/1/2025 8:29,4/1/2025 8:37,4206,33.998341,-118.461014,4209,33.996239,-118.477448,22175,30,One Way,Monthly Pass,electric
497811866,6,4/1/2025 8:29,4/1/2025 8:35,3014,34.05661,-118.237213,3066,34.063389,-118.23616,16133,1,One Way,Walk-up,standard
497811996,7,4/1/2025 8:30,4/1/2025 8:37,4540,34.04776,-118.22541,3036,34.039188,-118.232529,26751,365,One Way,Annual Pass,electric
497811920,4,4/1/2025 8:32,4/1/2025 8:36,3014,34.05661,-118.237213,3030,34.051941,-118.24353,12426,30,One Way,Monthly Pass,standard
497811950,4,4/1/2025 8:33,4/1/2025 8:37,4250,34.03017,-118.280952,4245,34.02404,-118.283409,12443,30,One Way,Monthly Pass,standard
497812784,14,4/1/2025 8:33,4/1/2025 8:47,3047,34.039982,-118.266403,4273,34.02586,-118.284103,14826,30,One Way,Monthly Pass,standard
497812327,8,4/1/2025 8:34,4/1/2025 8:42,4579,33.984859,-118.431129,4521,33.990318,-118.412048,22089,30,One Way,Monthly Pass,electric
497812314,4,4/1/2025 8:35,4/1/2025 8:39,4566,34.023392,-118.399223,3000,,,26728,365,One Way,Annual Pass,electric
497812031,3,4/1/2025 8:35,4/1/2025 8:38,4266,34.026291,-118.277687,4245,34.02404,-118.283409,06600,30,One Way,Monthly Pass,standard
497812121,4,4/1/2025 8:35,4/1/2025 8:39,4643,34.07262,-118.44944,4613,34.069752,-118.445351,13984,30,One Way,Monthly Pass,standard
497812391,6,4/1/2025 8:37,4/1/2025 8:43,4523,34.068748,-118.30928,4444,34.061619,-118.305573,13979,365,One Way,Annual Pass,standard
497813852,18,4/1/2025 8:38,4/1/2025 8:56,3052,34.051102,-118.264557,3081,34.031891,-118.250183,29171,30,One Way,Monthly Pass,electric
497812600,7,4/1/2025 8:38,4/1/2025 8:45,3014,34.05661,-118.237213,3030,34.051941,-118.24353,13768,30,One Way,Monthly Pass,standard
497813476,15,4/1/2025 8:38,4/1/2025 8:53,4672,34.045021,-118.253189,4314,34.057709,-118.279762,29601,30,One Way,Monthly Pass,electric
497812401,5,4/1/2025 8:38,4/1/2025 8:43,3014,34.05661,-118.237213,3016,34.052898,-118.241562,13800,30,One Way,Monthly Pass,standard
497819013,29,4/1/2025 8:39,4/1/2025 9:08,3014,34.05661,-118.237213,3000,,,13529,1,One Way,Walk-up,standard
497813696,15,4/1/2025 8:40,4/1/2025 8:55,3022,34.04607,-118.233093,3005,34.0485,-118.258537,15195,30,One Way,Monthly Pass,standard
497812954,8,4/1/2025 8:40,4/1/2025 8:48,4575,34.000309,-118.402527,4580,33.982929,-118.410828,22735,365,One Way,Annual Pass,electric
497816314,24,4/1/2025 8:41,4/1/2025 9:05,4549,34.022449,-118.438332,4547,33.9897,-118.448883,15996,30,One Way,Monthly Pass,standard
497813315,10,4/1/2025 8:42,4/1/2025 8:52,3026,34.063179,-118.24588,4491,34.04744,-118.24794,18368,30,One Way,Monthly Pass,electric
497813479,10,4/1/2025 8:43,4/1/2025 8:53,4300,34.04887,-118.2743,3018,34.043732,-118.260139,06126,30,One Way,Monthly Pass,standard
497816213,22,4/1/2025 8:43,4/1/2025 9:05,4444,34.061619,-118.305573,3011,34.041569,-118.267349,28692,365,One Way,Annual Pass,electric
497813996,12,4/1/2025 8:44,4/1/2025 8:56,4510,34.077351,-118.264549,3069,34.05088,-118.248253,12353,30,One Way,Monthly Pass,standard
497813008,5,4/1/2025 8:44,4/1/2025 8:49,4250,34.03017,-118.280952,4448,34.03027,-118.273193,12285,365,One Way,Annual Pass,standard
497813716,10,4/1/2025 8:45,4/1/2025 8:55,3066,34.063389,-118.23616,3062,34.047749,-118.243172,16600,30,One Way,Monthly Pass,electric
497813015,1,4/1/2025 8:48,4/1/2025 8:49,4437,34.105358,-118.28727,4437,34.105358,-118.28727,15519,30,Round Trip,Monthly Pass,standard
497815894,12,4/1/2025 8:49,4/1/2025 9:01,4448,34.03027,-118.273193,4300,34.04887,-118.2743,28857,365,One Way,Annual Pass,electric
497813895,7,4/1/2025 8:49,4/1/2025 8:56,4437,34.105358,-118.28727,3000,,,13733,30,One Way,Monthly Pass,standard
497816801,21,4/1/2025 8:50,4/1/2025 9:11,3074,34.04417,-118.261169,4540,34.04776,-118.22541,29600,30,One Way,Monthly Pass,electric
497813667,4,4/1/2025 8:50,4/1/2025 8:54,3042,34.049301,-118.238808,3030,34.051941,-118.24353,15897,30,One Way,Monthly Pass,standard
497816522,17,4/1/2025 8:51,4/1/2025 9:08,3075,34.04211,-118.256187,3037,34.034801,-118.231277,06135,1,One Way,One Day Pass,standard
497814034,5,4/1/2025 8:52,4/1/2025 8:57,4613,34.069752,-118.445351,4528,34.06097,-118.444366,19429,30,One Way,Monthly Pass,electric
497817525,25,4/1/2025 8:53,4/1/2025 9:18,4314,34.057709,-118.279762,4664,34.055161,-118.30899,24830,30,One Way,Monthly Pass,electric
497814007,3,4/1/2025 8:54,4/1/2025 8:57,4273,34.02586,-118.284103,4250,34.03017,-118.280952,28788,30,One Way,Monthly Pass,electric
497819083,34,4/1/2025 8:55,4/1/2025 9:29,4211,33.984928,-118.469963,4214,33.99556,-118.481552,25378,1,One Way,Walk-up,electric
497816017,4,4/1/2025 8:59,4/1/2025 9:03,3062,34.047749,-118.243172,3069,34.05088,-118.248253,06401,30,One Way,Monthly Pass,standard
497829932,114,4/1/2025 9:03,4/1/2025 10:57,4632,33.986671,-118.440948,4652,34.02705,-118.485184,29290,30,One Way,Monthly Pass,electric
497816667,5,4/1/2025 9:05,4/1/2025 9:10,4571,34.027649,-118.413559,4568,34.029121,-118.403168,28050,365,One Way,Annual Pass,electric
497818666,18,4/1/2025 9:06,4/1/2025 9:24,4536,33.989079,-118.462257,4214,33.99556,-118.481552,15137,30,One Way,Monthly Pass,standard
497816952,4,4/1/2025 9:09,4/1/2025 9:13,4645,34.023411,-118.429008,4689,34.023849,-118.426071,11996,30,One Way,Monthly Pass,standard
497816893,4,4/1/2025 9:09,4/1/2025 9:13,4543,33.95718,-118.451248,4543,33.95718,-118.451248,15391,30,Round Trip,Monthly Pass,standard
497817053,6,4/1/2025 9:09,4/1/2025 9:15,3027,34.04998,-118.247162,3082,34.04652,-118.237411,04727,365,One Way,Annual Pass,standard
497818312,12,4/1/2025 9:10,4/1/2025 9:22,4523,34.068748,-118.30928,4312,34.06699,-118.290878,13976,30,One Way,Monthly Pass,standard
497819524,22,4/1/2025 9:10,4/1/2025 9:32,4573,34.030472,-118.420982,4573,34.030472,-118.420982,13993,30,Round Trip,Monthly Pass,standard
497818577,11,4/1/2025 9:13,4/1/2025 9:24,3019,34.038609,-118.260857,4387,34.03352,-118.241837,06402,365,One Way,Annual Pass,standard
497825220,60,4/1/2025 9:13,4/1/2025 10:13,4540,34.04776,-118.22541,4540,34.04776,-118.22541,29600,30,Round Trip,Monthly Pass,electric
497817807,6,4/1/2025 9:13,4/1/2025 9:19,4643,34.07262,-118.44944,4614,34.07365,-118.439842,15779,30,One Way,Monthly Pass,standard
497817048,1,4/1/2025 9:14,4/1/2025 9:15,4581,33.970242,-118.426071,4581,33.970242,-118.426071,13789,1,Round Trip,Walk-up,standard
497819856,20,4/1/2025 9:14,4/1/2025 9:34,4689,34.023849,-118.426071,4528,34.06097,-118.444366,24253,30,One Way,Monthly Pass,electric
497827160,45,4/1/2025 9:14,4/1/2025 9:59,3005,34.0485,-118.258537,3000,,,15195,365,One Way,Annual Pass,standard
497817307,2,4/1/2025 9:15,4/1/2025 9:17,4487,34.062111,-118.446922,4528,34.06097,-118.444366,20092,30,One Way,Monthly Pass,standard
497817340,1,4/1/2025 9:16,4/1/2025 9:17,3046,34.052872,-118.24749,3046,34.052872,-118.24749,20200,365,Round Trip,Annual Pass,standard
497818770,8,4/1/2025 9:17,4/1/2025 9:25,4528,34.06097,-118.444366,4614,34.07365,-118.439842,19429,30,One Way,Monthly Pass,electric
497818446,3,4/1/2025 9:19,4/1/2025 9:22,4664,34.055161,-118.30899,4587,34.060791,-118.309067,15292,30,One Way,Monthly Pass,standard
497817967,1,4/1/2025 9:19,4/1/2025 9:20,4543,33.95718,-118.451248,4543,33.95718,-118.451248,15391,30,Round Trip,Monthly Pass,standard
497817968,1,4/1/2025 9:19,4/1/2025 9:20,4581,33.970242,-118.426071,4581,33.970242,-118.426071,12053,365,Round Trip,Annual Pass,standard
497818432,2,4/1/2025 9:20,4/1/2025 9:23,4491,34.04744,-118.24794,3069,34.05088,-118.248253,18368,30,One Way,Monthly Pass,electric
497819197,7,4/1/2025 9:22,4/1/2025 9:29,4249,34.020302,-118.281181,4250,34.03017,-118.280952,30540,30,One Way,Monthly Pass,electric
497819658,9,4/1/2025 9:23,4/1/2025 9:32,4587,34.060791,-118.309067,4664,34.055161,-118.30899,25555,30,One Way,Monthly Pass,electric
497820292,14,4/1/2025 9:23,4/1/2025 9:37,4487,34.062111,-118.446922,4614,34.07365,-118.439842,15219,1,One Way,Walk-up,standard
497820210,12,4/1/2025 9:25,4/1/2025 9:37,4493,34.090279,-118.277191,4303,34.098011,-118.287071,15464,30,One Way,Monthly Pass,standard
497819211,3,4/1/2025 9:26,4/1/2025 9:29,4440,34.061661,-118.298241,4311,34.059689,-118.294662,13760,30,One Way,Monthly Pass,standard
497818893,1,4/1/2025 9:26,4/1/2025 9:27,4255,33.97366,-118.422859,4255,33.97366,-118.422859,05847,365,Round Trip,Annual Pass,standard
497846572,233,4/1/2025 9:28,4/1/2025 13:21,4255,33.97366,-118.422859,3000,,,12002,1,One Way,Walk-up,standard
497820089,6,4/1/2025 9:29,4/1/2025 9:35,4250,34.03017,-118.280952,4249,34.020302,-118.281181,28788,30,One Way,Monthly Pass,electric
497820489,9,4/1/2025 9:30,4/1/2025 9:39,4613,34.069752,-118.445351,4613,34.069752,-118.445351,28213,30,Round Trip,Monthly Pass,electric
497819371,1,4/1/2025 9:30,4/1/2025 9:31,4255,33.97366,-118.422859,4255,33.97366,-118.422859,12116,365,Round Trip,Annual Pass,standard
497822393,26,4/1/2025 9:30,4/1/2025 9:56,4660,33.997238,-118.446732,4208,33.99868,-118.472977,24456,1,One Way,Walk-up,electric
497821712,19,4/1/2025 9:33,4/1/2025 9:52,4664,34.055161,-118.30899,4401,34.075611,-118.291862,24830,30,One Way,Monthly Pass,electric
497821875,19,4/1/2025 9:34,4/1/2025 9:53,4214,33.99556,-118.481552,4536,33.989079,-118.462257,15137,30,One Way,Monthly Pass,standard
497821753,17,4/1/2025 9:35,4/1/2025 9:52,4514,34.046211,-118.451172,4528,34.06097,-118.444366,11982,30,One Way,Monthly Pass,standard
497821601,16,4/1/2025 9:36,4/1/2025 9:51,4514,34.046211,-118.451172,4528,34.06097,-118.444366,05727,30,One Way,Monthly Pass,standard
497820575,3,4/1/2025 9:37,4/1/2025 9:40,4643,34.07262,-118.44944,4613,34.069752,-118.445351,06601,365,One Way,Annual Pass,standard
497820771,4,4/1/2025 9:38,4/1/2025 9:42,3014,34.05661,-118.237213,3016,34.052898,-118.241562,13994,30,One Way,Monthly Pass,standard
497821197,8,4/1/2025 9:39,4/1/2025 9:47,4303,34.098011,-118.287071,4436,34.105782,-118.291939,13732,30,One Way,Monthly Pass,standard
497821110,4,4/1/2025 9:42,4/1/2025 9:47,4583,33.976189,-118.418419,4583,33.976189,-118.418419,13360,365,Round Trip,Annual Pass,standard
497822362,14,4/1/2025 9:42,4/1/2025 9:56,4514,34.046211,-118.451172,4614,34.07365,-118.439842,30504,30,One Way,Monthly Pass,electric
497824302,18,4/1/2025 9:43,4/1/2025 10:01,3016,34.052898,-118.241562,3074,34.04417,-118.261169,29109,30,One Way,Monthly Pass,electric
497821860,8,4/1/2025 9:44,4/1/2025 9:52,4250,34.03017,-118.280952,4454,34.017899,-118.291718,30540,30,One Way,Monthly Pass,electric
497821700,7,4/1/2025 9:44,4/1/2025 9:51,4583,33.976189,-118.418419,4583,33.976189,-118.418419,15712,1,Round Trip,Walk-up,standard
